Image,Plot,Date_Index,Date,Variety,Cover,Mean_Green,EXG_Mean_Image,EXGR_Mean_Image,GLI_Mean_Image,VARI_Mean_Image
406C_20210821,406C,20210821,8/21/2021,Oat,Post,128.8786885,-0.007640764,-0.218203983,-0.008456791,-0.108238473
407A_20210821,407A,20210821,8/21/2021,Oat,Under,128.0632179,0.044258733,-0.135808824,0.028526019,-0.042251188
407B_20210821,407B,20210821,8/21/2021,Oat,Fallow,130.984888,0.0491741,-0.144764824,0.032591742,-0.066367096
407C_20210821,407C,20210821,8/21/2021,Oat,Post,130.6846307,0.069992925,-0.145574708,0.047799915,-0.078161633
408A_20210821,408A,20210821,8/21/2021,Oat,Under,127.9836854,-0.005140593,-0.2096102,-0.007582951,-0.096145078
408B_20210821,408B,20210821,8/21/2021,Oat,Fallow,130.9979897,0.008301201,-0.204012146,0.003121168,-0.104684721
408C_20210821,408C,20210821,8/21/2021,Oat,Post,126.5888668,-0.014436676,-0.23515161,-0.014094676,-0.120614707
409A_20210821,409A,20210821,8/21/2021,Oat,Under,130.8924484,0.124127235,-0.066036686,0.085841928,-0.034764172
409B_20210821,409B,20210821,8/21/2021,Oat,Fallow,133.4304341,0.07535076,-0.114888261,0.05208994,-0.055434449
409C_20210821,409C,20210821,8/21/2021,Oat,Post,124.3440779,0.072177502,-0.122115485,0.049469631,-0.060381593
410A_20210821,410A,20210821,8/21/2021,Oat,Under,130.4118753,0.065009315,-0.140767459,0.043967357,-0.064046336
410B_20210821,410B,20210821,8/21/2021,Oat,Fallow,134.7588291,0.122443821,-0.071465673,0.086924276,-0.043694998
410C_20210821,410C,20210821,8/21/2021,Oat,Post,126.8135483,0.049777615,-0.150583659,0.034085764,-0.075238348
101A_20210909,101A,20210909,9/9/2021,Oat,Fallow,108.093973,0.057528329,-0.142921919,0.034468763,-0.07190317
101B_20210909,101B,20210909,9/9/2021,Oat,Post,110.8119623,0.011685655,-0.206517291,-0.000611245,-0.100973469
101C_20210909,101C,20210909,9/9/2021,Oat,Under,112.0672434,0.15942865,0.018745932,0.101632587,0.017377002
102A_20210909,102A,20210909,9/9/2021,Oat,Fallow,113.2744541,0.034322402,-0.183240197,0.018220405,-0.097015163
102B_20210909,102B,20210909,9/9/2021,Oat,Post,110.3084932,0.004440229,-0.229559401,-0.004610919,-0.117267033
102C_20210909,102C,20210909,9/9/2021,Oat,Under,116.2167855,0.115267577,-0.048529416,0.072321457,-0.01818177
103A_20210909,103A,20210909,9/9/2021,Oat,Fallow,103.7037784,0.051466244,-0.158679882,0.030260644,-0.07512978
103B_20210909,103B,20210909,9/9/2021,Oat,Post,117.8733544,0.020153702,-0.199264526,0.007986045,-0.096514416
103C_20210909,103C,20210909,9/9/2021,Oat,Under,126.7632066,0.09950912,-0.059461301,0.064463789,-0.017929791
104A_20210909,104A,20210909,9/9/2021,Oat,Fallow,114.2600257,0.014129041,-0.205632808,0.004808626,-0.107033564
104B_20210909,104B,20210909,9/9/2021,Oat,Post,114.7312875,0.006966407,-0.226547289,-0.001405548,-0.120849011
104C_20210909,104C,20210909,9/9/2021,Oat,Under,114.9344288,0.168596106,0.04479093,0.10773765,0.036535822
105A_20210909,105A,20210909,9/9/2021,Oat,Fallow,117.7298402,0.015612591,-0.199476121,0.005303315,-0.099825372
105B_20210909,105B,20210909,9/9/2021,Oat,Post,116.0847039,0.017983399,-0.205259863,0.007595019,-0.106308106
105C_20210909,105C,20210909,9/9/2021,Oat,Under,111.7317046,0.170890018,0.047081674,0.110091468,0.04065766
106A_20210909,106A,20210909,9/9/2021,Soy,Fallow,91.04638613,-0.004882962,-0.208182323,-0.009666926,-0.080111561
106B_20210909,106B,20210909,9/9/2021,Soy,Post,107.880706,0.014629724,-0.188360427,0.004756027,-0.082698204
106C_20210909,106C,20210909,9/9/2021,Soy,Under,112.5015829,0.075423233,-0.108547321,0.045645334,-0.045858852
107A_20210909,107A,20210909,9/9/2021,Oat,Fallow,98.41482473,-0.001265279,-0.241291742,-0.007214153,-0.131715503
107B_20210909,107B,20210909,9/9/2021,Oat,Post,113.0391894,0.043711438,-0.158523705,0.026825866,-0.078956295
107C_20210909,107C,20210909,9/9/2021,Oat,Under,122.3158612,0.122538109,-0.033112441,0.080973717,-0.008637792
108A_20210909,108A,20210909,9/9/2021,Oat,Fallow,108.3334151,0.043035789,-0.168465853,0.025603791,-0.088747999
108B_20210909,108B,20210909,9/9/2021,Oat,Post,108.9641308,0.037623722,-0.187573354,0.021399156,-0.09702819
108C_20210909,108C,20210909,9/9/2021,Oat,Under,107.9877163,0.117971531,-0.045289166,0.076423475,-0.016484653
109A_20210909,109A,20210909,9/9/2021,Oat,Fallow,112.3427885,0.011642641,-0.198601445,0.004297586,-0.101403616
109B_20210909,109B,20210909,9/9/2021,Oat,Post,111.2076719,0.036789084,-0.176196453,0.021342508,-0.089188554
109C_20210909,109C,20210909,9/9/2021,Oat,Under,125.3833975,0.165544117,0.04511376,0.110322916,0.042062916
110A_20210909,110A,20210909,9/9/2021,Oat,Fallow,115.9099192,0.009607003,-0.201276653,0.002925206,-0.102643128
110B_20210909,110B,20210909,9/9/2021,Oat,Post,117.5670867,0.051921524,-0.152329653,0.030205837,-0.074644084
110C_20210909,110C,20210909,9/9/2021,Oat,Under,122.1914736,0.156242981,0.02624917,0.102102797,0.025340277
201A_20210909,201A,20210909,9/9/2021,Oat,Under,121.5251998,0.199538182,0.07868762,0.130326098,0.044788911
201B_20210909,201B,20210909,9/9/2021,Oat,Fallow,124.2833393,0.035596462,-0.160031127,0.020539136,-0.076604482
201C_20210909,201C,20210909,9/9/2021,Oat,Post,127.1163367,0.033354662,-0.169023178,0.019014066,-0.082751524
202A_20210909,202A,20210909,9/9/2021,Oat,Under,120.9920932,0.294937819,0.230937755,0.194091235,0.123456944
202B_20210909,202B,20210909,9/9/2021,Oat,Fallow,113.256269,0.021235424,-0.199280431,0.009675074,-0.097432147
202C_20210909,202C,20210909,9/9/2021,Oat,Post,113.834115,0.064957502,-0.121395977,0.038757965,-0.052944693
203A_20210909,203A,20210909,9/9/2021,Soy,Under,122.9625298,0.138432494,-0.007985404,0.091070841,0.0020638
203B_20210909,203B,20210909,9/9/2021,Soy,Fallow,123.1773303,-0.002433761,-0.211794208,-0.006003604,-0.102319565
203C_20210909,203C,20210909,9/9/2021,Soy,Post,120.5477931,0.008832025,-0.204969245,0.001499039,-0.10234717
204A_20210909,204A,20210909,9/9/2021,Oat,Under,128.0706889,0.196261744,0.072132279,0.130678439,0.042185175
204B_20210909,204B,20210909,9/9/2021,Oat,Fallow,121.7881978,0.02934927,-0.187897568,0.017384274,-0.097522451
204C_20210909,204C,20210909,9/9/2021,Oat,Post,118.5827617,0.0472558,-0.156404909,0.029397702,-0.079331305
205A_20210909,205A,20210909,9/9/2021,Oat,Under,127.7407158,0.093157708,-0.081090733,0.062039168,-0.035691672
205B_20210909,205B,20210909,9/9/2021,Oat,Fallow,120.4482189,0.049731496,-0.148129732,0.032118356,-0.072458235
205C_20210909,205C,20210909,9/9/2021,Oat,Post,122.4441241,0.01913101,-0.191209643,0.009764839,-0.095120491
206A_20210909,206A,20210909,9/9/2021,Oat,Under,126.2219177,0.222150896,0.127700296,0.147708134,0.082888886
206B_20210909,206B,20210909,9/9/2021,Oat,Fallow,125.5876654,0.030050718,-0.174572593,0.018373885,-0.085938243
206C_20210909,206C,20210909,9/9/2021,Oat,Post,120.6979434,0.0217184,-0.185451401,0.011625344,-0.091037497
207A_20210909,207A,20210909,9/9/2021,Oat,Under,125.3480594,0.127964157,-0.014912014,0.085289834,0.01137231
207B_20210909,207B,20210909,9/9/2021,Oat,Fallow,113.7776278,0.035110746,-0.172311226,0.0202318,-0.081798853
207C_20210909,207C,20210909,9/9/2021,Oat,Post,118.7693617,0.028544329,-0.182013487,0.0160423,-0.092619864
208A_20210909,208A,20210909,9/9/2021,Oat,Under,131.4966895,0.132269125,-0.007986569,0.087155191,0.011682363
208B_20210909,208B,20210909,9/9/2021,Oat,Fallow,120.1416841,0.024183712,-0.188413857,0.013162657,-0.094736262
208C_20210909,208C,20210909,9/9/2021,Oat,Post,122.7354564,0.035524077,-0.169059299,0.020807459,-0.084937363
209A_20210909,209A,20210909,9/9/2021,Oat,Under,127.16967,0.198205144,0.086759061,0.132160393,0.05836897
209B_20210909,209B,20210909,9/9/2021,Oat,Fallow,118.1759601,0.168423735,-0.002409451,0.113680523,-0.013987541
209C_20210909,209C,20210909,9/9/2021,Oat,Post,116.0348818,0.080846735,-0.113515043,0.053602613,-0.058534423
210A_20210909,210A,20210909,9/9/2021,Oat,Under,129.6715212,0.154237382,0.037584904,0.102938648,0.045105717
210B_20210909,210B,20210909,9/9/2021,Oat,Fallow,118.6398209,0.049845597,-0.147117496,0.032100841,-0.068680215
210C_20210909,210C,20210909,9/9/2021,Oat,Post,118.0035758,0.020474451,-0.192590412,0.010129848,-0.090350772
301A_20210909,301A,20210909,9/9/2021,Oat,Post,114.9494715,0.041990053,-0.172030474,0.022374238,-0.082966434
301B_20210909,301B,20210909,9/9/2021,Oat,Fallow,109.7877095,0.026671338,-0.20244162,0.01195949,-0.109364061
301C_20210909,301C,20210909,9/9/2021,Oat,Under,114.6674481,0.220235545,0.115830271,0.142531214,0.066956304
302A_20210909,302A,20210909,9/9/2021,Oat,Post,109.4251771,0.017742188,-0.210960715,0.005061675,-0.110543872
302B_20210909,302B,20210909,9/9/2021,Oat,Fallow,111.4094418,0.004456864,-0.234365439,-0.003332555,-0.122199544
302C_20210909,302C,20210909,9/9/2021,Oat,Under,118.3516134,0.21167358,0.106118809,0.137086546,0.063868429
303A_20210909,303A,20210909,9/9/2021,Soy,Post,112.784531,0.016712394,-0.180117861,0.006825775,-0.07796971
303B_20210909,303B,20210909,9/9/2021,Soy,Fallow,98.01331751,0.064379835,-0.101942147,0.039680671,-0.022653759
303C_20210909,303C,20210909,9/9/2021,Soy,Under,114.0607435,0.21561125,0.116063434,0.138517594,0.065699986
304A_20210909,304A,20210909,9/9/2021,Oat,Post,115.6190287,0.036249067,-0.182041745,0.018908991,-0.095858201
304B_20210909,304B,20210909,9/9/2021,Oat,Fallow,107.4488277,0.033136064,-0.185455183,0.016912895,-0.096828099
304C_20210909,304C,20210909,9/9/2021,Oat,Under,114.1043929,0.198507399,0.081385935,0.12828741,0.04798408
305A_20210909,305A,20210909,9/9/2021,Oat,Post,119.3712301,0.034140886,-0.177959197,0.017986683,-0.091571033
305B_20210909,305B,20210909,9/9/2021,Oat,Fallow,119.8021338,0.023811373,-0.181126971,0.010773046,-0.08866207
305C_20210909,305C,20210909,9/9/2021,Oat,Under,119.7296895,0.225391715,0.129297224,0.143920451,0.072515071
306A_20210909,306A,20210909,9/9/2021,Oat,Post,117.7325733,-0.001094785,-0.230163816,-0.007279777,-0.121875333
306B_20210909,306B,20210909,9/9/2021,Oat,Fallow,108.5333109,0.00309507,-0.227644345,-0.004802974,-0.120510611
306C_20210909,306C,20210909,9/9/2021,Oat,Under,120.4476444,0.156838482,0.028117735,0.102644728,0.02922867
307A_20210909,307A,20210909,9/9/2021,Oat,Post,115.0227398,0.026630137,-0.202967929,0.013388783,-0.109055487
307B_20210909,307B,20210909,9/9/2021,Oat,Fallow,109.9196929,-0.000849573,-0.222531761,-0.008316671,-0.109051209
307C_20210909,307C,20210909,9/9/2021,Oat,Under,118.1031837,0.140266024,0.000816551,0.090147225,0.012137729
308A_20210909,308A,20210909,9/9/2021,Oat,Post,121.610319,0.009093308,-0.20973195,0.001621739,-0.107792209
308B_20210909,308B,20210909,9/9/2021,Oat,Fallow,112.3532054,0.0362428,-0.171621887,0.020361247,-0.08685758
308C_20210909,308C,20210909,9/9/2021,Oat,Under,118.1021722,0.087466873,-0.089266133,0.055015336,-0.034105991
309A_20210909,309A,20210909,9/9/2021,Oat,Post,120.3889336,0.028485587,-0.181596611,0.016872364,-0.093820948
309B_20210909,309B,20210909,9/9/2021,Oat,Fallow,117.8627651,0.069855166,-0.131136547,0.046871063,-0.06888938
309C_20210909,309C,20210909,9/9/2021,Oat,Under,127.3852065,0.159572851,0.022593396,0.106165018,0.01957904
310A_20210909,310A,20210909,9/9/2021,Oat,Post,117.4000557,0.027440965,-0.19844969,0.014014924,-0.10566101
310B_20210909,310B,20210909,9/9/2021,Oat,Fallow,116.661909,0.045796914,-0.17288139,0.027599232,-0.091762638
310C_20210909,310C,20210909,9/9/2021,Oat,Under,120.5249942,0.15072896,0.021716602,0.098104423,0.031130064
401A_20210909,401A,20210909,9/9/2021,Oat,Under,121.562984,0.268510759,0.20883435,0.176795692,0.130059497
401B_20210909,401B,20210909,9/9/2021,Oat,Fallow,118.2229171,0.031322359,-0.186285181,0.018107833,-0.09758812
401C_20210909,401C,20210909,9/9/2021,Oat,Post,119.9081494,0.002852981,-0.219130165,-0.00361826,-0.10753715
402A_20210909,402A,20210909,9/9/2021,Oat,Under,128.0802746,0.285268797,0.22408507,0.188053978,0.126460685
402B_20210909,402B,20210909,9/9/2021,Oat,Fallow,117.6798753,0.030198153,-0.19181869,0.015963504,-0.096899211
402C_20210909,402C,20210909,9/9/2021,Oat,Post,123.0132663,0.01527154,-0.196886454,0.006046804,-0.099364116
403A_20210909,403A,20210909,9/9/2021,Oat,Under,133.092964,0.228190651,0.136497813,0.150374536,0.084054827
403B_20210909,403B,20210909,9/9/2021,Oat,Fallow,117.4943976,0.006314646,-0.211421268,-0.00100689,-0.1066395
403C_20210909,403C,20210909,9/9/2021,Oat,Post,116.4681086,0.02505193,-0.179457181,0.013877127,-0.089255216
404A_20210909,404A,20210909,9/9/2021,Soy,Under,118.2093494,0.161808724,0.024340952,0.107109684,0.018435785
404B_20210909,404B,20210909,9/9/2021,Soy,Fallow,112.1672124,-0.00713182,-0.222985625,-0.009743239,-0.105274927
404C_20210909,404C,20210909,9/9/2021,Soy,Post,123.4133738,0.011739232,-0.191857992,0.003734085,-0.091998351
405A_20210909,405A,20210909,9/9/2021,Oat,Under,125.3618935,0.292064684,0.242933839,0.192736661,0.145987991
405B_20210909,405B,20210909,9/9/2021,Oat,Fallow,106.7183305,-0.003527929,-0.21333778,-0.008158945,-0.097240761
405C_20210909,405C,20210909,9/9/2021,Oat,Post,119.4276154,0.035593884,-0.161180617,0.019866672,-0.070991626
406A_20210909,406A,20210909,9/9/2021,Oat,Under,137.7712551,0.184848287,0.061007082,0.122390087,0.034859709
406B_20210909,406B,20210909,9/9/2021,Oat,Fallow,111.2577911,0.053115627,-0.14483165,0.030265238,-0.067451888
406C_20210909,406C,20210909,9/9/2021,Oat,Post,126.360322,0.033818099,-0.173908577,0.0211987,-0.086342828
407A_20210909,407A,20210909,9/9/2021,Oat,Under,130.588182,0.225819102,0.133610245,0.15089567,0.086538884
407B_20210909,407B,20210909,9/9/2021,Oat,Fallow,116.0341289,0.031575623,-0.173193509,0.017981999,-0.080963086
407C_20210909,407C,20210909,9/9/2021,Oat,Post,117.2267213,0.032856169,-0.175297764,0.018652859,-0.081556171
408A_20210909,408A,20210909,9/9/2021,Oat,Under,134.7122278,0.185958156,0.07422232,0.123556995,0.054842422
408B_20210909,408B,20210909,9/9/2021,Oat,Fallow,118.9678006,0.051566319,-0.134258603,0.031810556,-0.062236247
408C_20210909,408C,20210909,9/9/2021,Oat,Post,121.2706216,0.034336631,-0.16145894,0.020374236,-0.080849296
409A_20210909,409A,20210909,9/9/2021,Oat,Under,131.0619876,0.228098724,0.134892745,0.151923259,0.084877275
409B_20210909,409B,20210909,9/9/2021,Oat,Fallow,118.3148792,0.025988616,-0.188735749,0.01416108,-0.092487999
409C_20210909,409C,20210909,9/9/2021,Oat,Post,122.9826781,0.019362765,-0.20097707,0.009502599,-0.103075419
410A_20210909,410A,20210909,9/9/2021,Oat,Under,131.1044562,0.151462804,0.034431739,0.101142056,0.042633069
410B_20210909,410B,20210909,9/9/2021,Oat,Fallow,114.8966156,0.019472919,-0.192812973,0.009218087,-0.092897421
410C_20210909,410C,20210909,9/9/2021,Oat,Post,117.2926778,0.008107154,-0.210880533,0.000930197,-0.106246396
101A_20210929,101A,20210929,9/29/2021,Oat,Fallow,134.0875087,0.006155717,-0.18091932,0.003278142,-0.081825697
101B_20210929,101B,20210929,9/29/2021,Oat,Post,134.9804593,0.040695908,-0.128725313,0.027661901,-0.047184556
101C_20210929,101C,20210929,9/29/2021,Oat,Under,143.0713062,0.228385374,0.160907996,0.155744318,0.126666909
102A_20210929,102A,20210929,9/29/2021,Oat,Fallow,131.368444,0.023753761,-0.156392081,0.016312776,-0.066751677
102B_20210929,102B,20210929,9/29/2021,Oat,Post,131.6153167,0.081140103,-0.086919875,0.056034307,-0.032333515
102C_20210929,102C,20210929,9/29/2021,Oat,Under,147.6994926,0.284874817,0.242164724,0.193191133,0.159565877
103A_20210929,103A,20210929,9/29/2021,Oat,Fallow,130.4049974,0.009785808,-0.186335087,0.005812574,-0.09060794
103B_20210929,103B,20210929,9/29/2021,Oat,Post,134.6510159,0.052573,-0.11599199,0.036659415,-0.042210733
103C_20210929,103C,20210929,9/29/2021,Oat,Under,140.6091893,0.214569334,0.140655645,0.146803858,0.116745972
104A_20210929,104A,20210929,9/29/2021,Oat,Fallow,128.9043361,0.022686652,-0.154562981,0.015667377,-0.06283847
104B_20210929,104B,20210929,9/29/2021,Oat,Post,135.5157444,0.067227803,-0.09233246,0.046644525,-0.02629573
104C_20210929,104C,20210929,9/29/2021,Oat,Under,141.0647846,0.31174217,0.284695047,0.209352401,0.181242638
105A_20210929,105A,20210929,9/29/2021,Oat,Fallow,129.092407,0.002508352,-0.183364339,0.000660442,-0.081153149
105B_20210929,105B,20210929,9/29/2021,Oat,Post,139.5582955,0.062410003,-0.10438559,0.043325232,-0.034157529
105C_20210929,105C,20210929,9/29/2021,Oat,Under,143.1573465,0.304894375,0.278379782,0.206416742,0.189427673
106A_20210929,106A,20210929,9/29/2021,Soy,Fallow,128.1882071,0.00240251,-0.181362854,0.00028833,-0.080076987
106B_20210929,106B,20210929,9/29/2021,Soy,Post,136.1775937,0.050309163,-0.106645905,0.03420831,-0.025563126
106C_20210929,106C,20210929,9/29/2021,Soy,Under,138.6732626,0.218319688,0.154236352,0.147454819,0.126345548
107A_20210929,107A,20210929,9/29/2021,Oat,Fallow,135.8794269,0.004142557,-0.178205487,0.000819542,-0.072108763
107B_20210929,107B,20210929,9/29/2021,Oat,Post,137.2806599,0.062858819,-0.094289416,0.043297971,-0.023363243
107C_20210929,107C,20210929,9/29/2021,Oat,Under,131.0885636,0.206440214,0.126946021,0.140324749,0.108103837
108A_20210929,108A,20210929,9/29/2021,Oat,Fallow,123.6518864,0.008553986,-0.195661494,0.004234382,-0.102130366
108B_20210929,108B,20210929,9/29/2021,Oat,Post,134.2132423,0.096100561,-0.065523498,0.066473444,-0.023948804
108C_20210929,108C,20210929,9/29/2021,Oat,Under,140.6180444,0.172755477,0.070127198,0.119711138,0.075455724
109A_20210929,109A,20210929,9/29/2021,Oat,Fallow,127.1913139,0.008226583,-0.18983195,0.004445517,-0.09113746
109B_20210929,109B,20210929,9/29/2021,Oat,Post,139.3147267,0.054638535,-0.111432865,0.038200381,-0.039087026
109C_20210929,109C,20210929,9/29/2021,Oat,Under,142.0723828,0.251684266,0.200481848,0.17159589,0.153336145
110A_20210929,110A,20210929,9/29/2021,Oat,Fallow,125.5835043,0.010448697,-0.175469383,0.005989082,-0.079182615
110B_20210929,110B,20210929,9/29/2021,Oat,Post,136.2345239,0.044289734,-0.12639364,0.030255144,-0.047064125
110C_20210929,110C,20210929,9/29/2021,Oat,Under,139.1543771,0.257894618,0.212965016,0.176145612,0.162623832
201A_20210929,201A,20210929,9/29/2021,Oat,Under,141.2152857,0.298641345,0.267891321,0.201249109,0.179655902
201B_20210929,201B,20210929,9/29/2021,Oat,Fallow,128.8504133,0.047616707,-0.115104956,0.032064121,-0.035745678
201C_20210929,201C,20210929,9/29/2021,Oat,Post,131.5064041,0.045734598,-0.113026187,0.031009295,-0.031035425
202A_20210929,202A,20210929,9/29/2021,Oat,Under,136.5374799,0.216312655,0.132667732,0.147612026,0.104629562
202B_20210929,202B,20210929,9/29/2021,Oat,Fallow,135.5198632,-0.009774718,-0.193789082,-0.008668852,-0.084012527
202C_20210929,202C,20210929,9/29/2021,Oat,Post,131.6199769,0.090856398,-0.049682795,0.061510012,0.002018487
203A_20210929,203A,20210929,9/29/2021,Soy,Under,144.5305212,0.352538137,0.356872171,0.235942849,0.232309628
203B_20210929,203B,20210929,9/29/2021,Soy,Fallow,132.3819502,-0.005214596,-0.192683454,-0.006232512,-0.083134131
203C_20210929,203C,20210929,9/29/2021,Soy,Post,130.060955,0.125006843,-0.001756851,0.085425872,0.026444923
204A_20210929,204A,20210929,9/29/2021,Oat,Under,140.0982245,0.305389648,0.257986694,0.20556653,0.152637966
204B_20210929,204B,20210929,9/29/2021,Oat,Fallow,124.3011398,0.036138167,-0.162947443,0.022871402,-0.081768673
204C_20210929,204C,20210929,9/29/2021,Oat,Post,127.3271575,0.06047454,-0.122419395,0.040327916,-0.053902359
205A_20210929,205A,20210929,9/29/2021,Oat,Under,136.2509621,0.290100611,0.227314781,0.193918984,0.126166612
205B_20210929,205B,20210929,9/29/2021,Oat,Fallow,126.6066094,-2.27e-05,-0.207017725,-0.002801782,-0.101545675
205C_20210929,205C,20210929,9/29/2021,Oat,Post,122.2476557,0.112592439,-0.03472901,0.076154227,-0.002011571
206A_20210929,206A,20210929,9/29/2021,Oat,Under,128.8214376,0.447813603,0.465988098,0.290510774,0.222670612
206B_20210929,206B,20210929,9/29/2021,Oat,Fallow,130.1333589,0.02334165,-0.177601187,0.014060498,-0.087883143
206C_20210929,206C,20210929,9/29/2021,Oat,Post,136.063758,0.090840507,-0.076375296,0.061560625,-0.02966234
207A_20210929,207A,20210929,9/29/2021,Oat,Under,128.766698,0.314539599,0.265629261,0.207144665,0.140818025
207B_20210929,207B,20210929,9/29/2021,Oat,Fallow,122.9604164,0.009547039,-0.213641415,0.002117382,-0.110931213
207C_20210929,207C,20210929,9/29/2021,Oat,Post,120.7721328,0.075652277,-0.121460468,0.048989601,-0.061042718
208A_20210929,208A,20210929,9/29/2021,Oat,Under,122.9584284,0.398848912,0.3930158,0.259205617,0.194501617
208B_20210929,208B,20210929,9/29/2021,Oat,Fallow,131.1261917,0.048583195,-0.142840336,0.032073408,-0.071803115
208C_20210929,208C,20210929,9/29/2021,Oat,Post,117.6389643,0.084295888,-0.088117029,0.054499611,-0.033544158
209A_20210929,209A,20210929,9/29/2021,Oat,Under,125.1686796,0.352179929,0.337954594,0.229416486,0.185902404
209B_20210929,209B,20210929,9/29/2021,Oat,Fallow,110.4588341,0.033754894,-0.171799198,0.019066806,-0.084365584
209C_20210929,209C,20210929,9/29/2021,Oat,Post,118.0018669,0.109080598,-0.058340519,0.071439842,-0.024548597
210A_20210929,210A,20210929,9/29/2021,Oat,Under,139.341281,0.396959779,0.417336588,0.261202109,0.243888041
210B_20210929,210B,20210929,9/29/2021,Oat,Fallow,128.0098876,0.026337987,-0.176427322,0.016962761,-0.09062408
210C_20210929,210C,20210929,9/29/2021,Oat,Post,127.5416186,0.072030775,-0.096463929,0.048366776,-0.033945702
301A_20210929,301A,20210929,9/29/2021,Oat,Post,133.5514442,0.08918344,-0.073006311,0.06046447,-0.025200471
301B_20210929,301B,20210929,9/29/2021,Oat,Fallow,121.7290126,0.002986218,-0.205965807,0.000187204,-0.108060117
301C_20210929,301C,20210929,9/29/2021,Oat,Under,129.5472023,0.100200647,-0.066287003,0.066761124,-0.033316534
302A_20210929,302A,20210929,9/29/2021,Oat,Post,132.1247818,0.101330425,-0.039234303,0.069281666,0.003698546
302B_20210929,302B,20210929,9/29/2021,Oat,Fallow,127.9898236,0.042931341,-0.148044055,0.029016121,-0.073486036
302C_20210929,302C,20210929,9/29/2021,Oat,Under,145.3633661,0.289143323,0.248561974,0.195055328,0.161516492
303A_20210929,303A,20210929,9/29/2021,Soy,Post,136.5613059,0.042428046,-0.111443652,0.029214566,-0.02540881
303B_20210929,303B,20210929,9/29/2021,Soy,Fallow,128.8390928,0.031216444,-0.137354585,0.021603461,-0.048785938
303C_20210929,303C,20210929,9/29/2021,Soy,Under,137.6027425,0.242377242,0.191455324,0.163662671,0.151498598
304A_20210929,304A,20210929,9/29/2021,Oat,Post,142.25923,0.084491998,-0.065543145,0.058009945,-0.009794944
304B_20210929,304B,20210929,9/29/2021,Oat,Fallow,132.7326371,0.03004756,-0.14825577,0.02003503,-0.062281251
304C_20210929,304C,20210929,9/29/2021,Oat,Under,144.7147824,0.200665003,0.116460488,0.137395356,0.097857812
305A_20210929,305A,20210929,9/29/2021,Oat,Post,130.8871764,0.063931719,-0.100109615,0.043716392,-0.029802241
305B_20210929,305B,20210929,9/29/2021,Oat,Fallow,134.6046871,0.025280958,-0.153502224,0.016633308,-0.062585718
305C_20210929,305C,20210929,9/29/2021,Oat,Under,145.8261316,0.306001198,0.289218045,0.206446045,0.205503256
306A_20210929,306A,20210929,9/29/2021,Oat,Post,140.2569713,0.047213469,-0.115581958,0.031036551,-0.035556239
306B_20210929,306B,20210929,9/29/2021,Oat,Fallow,120.7019622,0.011941901,-0.184197961,0.006045314,-0.091329809
306C_20210929,306C,20210929,9/29/2021,Oat,Under,145.6655571,0.197905134,0.113472541,0.134219652,0.096158482
307A_20210929,307A,20210929,9/29/2021,Oat,Post,142.574108,0.055225267,-0.107822074,0.037793956,-0.033517152
307B_20210929,307B,20210929,9/29/2021,Oat,Fallow,136.4894987,0.009230866,-0.168692325,0.005216525,-0.068229211
307C_20210929,307C,20210929,9/29/2021,Oat,Under,148.3255939,0.334829232,0.334596926,0.224698214,0.227632006
308A_20210929,308A,20210929,9/29/2021,Oat,Post,138.3755516,0.081726896,-0.075369583,0.05620921,-0.021884986
308B_20210929,308B,20210929,9/29/2021,Oat,Fallow,125.8649816,0.026679152,-0.160202626,0.018012076,-0.072168191
308C_20210929,308C,20210929,9/29/2021,Oat,Under,142.3308623,0.24406145,0.187214065,0.165713716,0.142647078
309A_20210929,309A,20210929,9/29/2021,Oat,Post,135.6191318,0.103320773,-0.036397011,0.071278578,0.007698798
309B_20210929,309B,20210929,9/29/2021,Oat,Fallow,138.51907,0.017157698,-0.164130207,0.01082031,-0.068077529
309C_20210929,309C,20210929,9/29/2021,Oat,Under,150.2556132,0.245777495,0.189887906,0.16754373,0.146950089
310A_20210929,310A,20210929,9/29/2021,Oat,Post,135.3851058,0.065610711,-0.100502847,0.045416846,-0.036471859
310B_20210929,310B,20210929,9/29/2021,Oat,Fallow,137.1633642,0.013853504,-0.177023337,0.008612614,-0.081323407
310C_20210929,310C,20210929,9/29/2021,Oat,Under,150.1986348,0.149292397,0.039093365,0.101461283,0.05595436
401A_20210929,401A,20210929,9/29/2021,Oat,Under,149.2072999,0.338031464,0.32578668,0.226820692,0.204614526
401B_20210929,401B,20210929,9/29/2021,Oat,Fallow,132.8933442,0.04502873,-0.129052908,0.030271738,-0.051555483
401C_20210929,401C,20210929,9/29/2021,Oat,Post,125.1281918,0.047522403,-0.128022003,0.032572142,-0.051312889
402A_20210929,402A,20210929,9/29/2021,Oat,Under,140.2652935,0.290712729,0.26319671,0.196758007,0.187695799
402B_20210929,402B,20210929,9/29/2021,Oat,Fallow,129.0729609,0.022064269,-0.149646841,0.013197277,-0.054505943
402C_20210929,402C,20210929,9/29/2021,Oat,Post,127.3943472,0.054779096,-0.111865437,0.036820847,-0.035486021
403A_20210929,403A,20210929,9/29/2021,Oat,Under,144.2448962,0.261653803,0.219518463,0.176708703,0.16507846
403B_20210929,403B,20210929,9/29/2021,Oat,Fallow,124.6111352,0.019458256,-0.16161659,0.012174641,-0.065736542
